Jugador,Nacionalidad,Posicion,Equipo,Competicion,Edad,Partidos jugados,Minutos jugados,Titularidades,Goles,Asistencias,Atajadas,Penales atajados,Penales convertidos,Penales ejecutados,Entradas (tackles),Tarjetas amarillas,Tarjetas rojas,Regates exitosos,Pases completados,Intercepciones,Nac_Esperada,Es_autoctono
James Tarkowski,eng ENG,DF,Everton,Premier League,32.0,33,2922,33,1,1,,,0,0,64,6,0,5,1045,41,eng ENG,True
César Tárrega,es ESP,DF,Valencia,La Liga,23.0,31,2756,31,2,0,,,0,0,47,6,0,9,1230,21,es ESP,True
Nuno Tavares,pt POR,DF,Lazio,Serie A,25.0,21,1550,20,0,8,,,0,0,28,4,1,44,746,19,it ITA,False
Marcus Tavernier,eng ENG,"FW,MF",Bournemouth,Premier League,26.0,27,1760,18,3,5,,,0,0,42,5,0,26,594,5,eng ENG,True
Charlie Taylor,eng ENG,DF,Southampton,Premier League,31.0,7,266,2,0,0,,,0,0,7,1,0,2,154,3,eng ENG,True
Jack Taylor,ie IRL,MF,Ipswich Town,Premier League,26.0,30,826,4,1,0,,,0,0,20,4,0,4,328,9,eng ENG,False
Loum Tchaouna,fr FRA,"FW,MF",Lazio,Serie A,21.0,24,660,6,1,0,,,0,0,8,4,1,5,172,4,it ITA,False
Jackson Tchatchoua,cm CMR,"DF,MF",Hellas Verona,Serie A,23.0,34,2987,34,2,2,,,0,0,49,7,1,19,804,12,it ITA,False
Enzo Tchato,cm CMR,DF,Montpellier,Ligue 1,22.0,26,1875,20,0,0,,,0,0,47,3,0,6,746,22,fr FRA,False
Aurélien Tchouaméni,fr FRA,"DF,MF",Real Madrid,La Liga,25.0,30,2544,29,0,0,,,0,0,43,5,0,10,1778,44,es ESP,False
Álvaro Tejero,es ESP,"MF,DF",Espanyol,La Liga,28.0,27,1230,13,1,4,,,0,0,13,2,0,3,443,13,es ESP,True
Martín Tejón,es ESP,"MF,DF",Valencia,La Liga,21.0,4,49,0,0,0,,,0,0,2,0,0,2,20,0,es ESP,True
Mathys Tel,fr FRA,"FW,MF",Bayern Munich,Bundesliga,20.0,8,256,2,0,1,,,0,0,2,0,0,6,108,1,de GER,False
Nathan Tella,ng NGA,"MF,FW",Leverkusen,Bundesliga,25.0,26,1314,16,2,4,,,0,0,15,1,0,19,253,4,de GER,False
Nahuel Tenaglia,ar ARG,DF,Alavés,La Liga,29.0,31,2652,30,2,1,,,0,0,88,11,0,16,924,39,es ESP,False
Arnau Tenas,es ESP,GK,Paris S-G,Ligue 1,23.0,1,90,1,0,1,3.0,0.0,0,0,0,0,0,0,31,0,fr FRA,False
Casper Tengstedt,dk DEN,FW,Hellas Verona,Serie A,24.0,24,1456,19,6,1,,,1,1,7,2,0,9,194,3,it ITA,False
Marc-André ter Stegen,de GER,GK,Barcelona,La Liga,33.0,7,584,7,0,0,13.0,0.0,0,0,0,0,0,0,211,0,es ESP,False
Filippo Terracciano,it ITA,"DF,MF",Milan,Serie A,22.0,12,538,6,0,0,,,0,0,9,3,0,0,226,6,it ITA,True
Pietro Terracciano,it ITA,GK,Fiorentina,Serie A,35.0,3,270,3,0,0,10.0,0.0,0,0,0,0,0,0,70,0,it ITA,True
Ramón Terrats,es ESP,"MF,FW",Getafe,La Liga,24.0,12,996,12,4,0,,,0,0,18,1,0,18,196,5,es ESP,True
Martin Terrier,fr FRA,"MF,FW",Leverkusen,Bundesliga,28.0,15,584,7,2,1,,,0,0,4,1,0,2,163,1,de GER,False
Tanner Tessmann,us USA,MF,Lyon,Ligue 1,23.0,24,1166,12,1,0,,,0,0,23,3,0,10,628,19,fr FRA,False
Kenny Tete,nl NED,DF,Fulham,Premier League,29.0,20,1594,19,0,2,,,0,0,50,4,0,9,715,29,eng ENG,False
Teddy Teuma,mt MLT,MF,Reims,Ligue 1,31.0,17,750,9,1,0,,,1,1,18,1,0,3,494,12,fr FRA,False
Jordan Teze,nl NED,DF,Monaco,Ligue 1,25.0,15,524,7,1,0,,,0,0,18,2,1,5,266,6,fr FRA,False
Florian Thauvin,fr FRA,"FW,MF",Udinese,Serie A,32.0,25,1956,24,8,3,,,1,3,20,0,0,39,544,7,it ITA,False
Arthur Theate,be BEL,DF,Eint Frankfurt,Bundesliga,24.0,30,2614,30,0,0,,,0,0,36,6,1,9,1516,37,de GER,False
Norman Theuerkauf,de GER,MF,Heidenheim,Bundesliga,38.0,1,22,0,0,0,,,0,0,0,0,0,0,17,0,de GER,True
Thiago,br BRA,FW,Brentford,Premier League,23.0,6,148,1,0,0,,,0,0,4,0,0,3,34,2,eng ENG,False
Malick Thiaw,de GER,DF,Milan,Serie A,23.0,22,1806,19,0,0,,,0,0,24,2,0,3,1181,15,it ITA,False
Denis Thomalla,de GER,MF,Heidenheim,Bundesliga,32.0,1,4,0,0,0,,,0,0,0,0,0,0,1,0,de GER,True
Luke Thomas,eng ENG,DF,Leicester City,Premier League,23.0,12,949,11,0,0,,,0,0,27,2,0,2,442,18,eng ENG,True
Sorba Thomas,wls WAL,"FW,MF",Nantes,Ligue 1,25.0,24,1250,14,1,3,,,0,0,12,2,0,8,336,7,fr FRA,False
Adrien Thomasson,fr FRA,MF,Lens,Ligue 1,31.0,32,2525,30,2,7,,,0,0,87,7,0,23,1280,19,fr FRA,True
Morten Thorsby,no NOR,MF,Genoa,Serie A,29.0,29,1884,22,0,1,,,0,0,47,6,0,9,351,5,it ITA,False
Khéphren Thuram,fr FRA,MF,Juventus,Serie A,24.0,34,2236,25,4,5,,,0,0,39,5,0,38,1180,12,it ITA,False
Marcus Thuram,fr FRA,FW,Inter,Serie A,27.0,31,2200,26,14,4,,,0,0,18,1,0,22,389,3,it ITA,False
Cheikh Tidiane Niasse,sn SEN,MF,Hellas Verona,Serie A,25.0,10,741,8,0,0,,,0,0,16,4,0,1,186,17,it ITA,False
Youri Tielemans,be BEL,MF,Aston Villa,Premier League,28.0,35,2997,35,3,7,,,0,1,83,4,0,31,1679,22,eng ENG,False
Kieran Tierney,sct SCO,"DF,FW",Arsenal,Premier League,27.0,11,194,1,0,0,,,0,0,6,0,0,1,97,2,eng ENG,False
Phillip Tietz,de GER,FW,Augsburg,Bundesliga,27.0,33,1596,18,6,2,,,1,1,11,4,0,15,282,5,de GER,True
Jurriën Timber,nl NED,DF,Arsenal,Premier League,23.0,30,2417,27,1,3,,,0,0,58,7,0,24,1194,22,eng ENG,False
Jean-Clair Todibo,fr FRA,DF,West Ham,Premier League,25.0,25,1646,18,0,0,,,0,0,41,2,0,7,833,23,eng ENG,False
Harry Toffolo,eng ENG,DF,Nott'ham Forest,Premier League,29.0,4,137,1,0,0,,,0,0,5,1,0,0,47,2,eng ENG,True
Umut Tohumcu,de GER,"MF,FW",Hoffenheim,Bundesliga,20.0,11,360,3,0,1,,,0,0,9,3,0,3,105,3,de GER,True
Corentin Tolisso,fr FRA,MF,Lyon,Ligue 1,30.0,31,2316,27,7,4,,,0,0,57,4,0,11,1357,22,fr FRA,True
John Tolkin,us USA,"DF,MF",Holstein Kiel,Bundesliga,22.0,10,647,8,0,2,,,0,0,18,0,0,4,226,7,de GER,False
Rafael Tolói,it ITA,DF,Atalanta,Serie A,34.0,11,468,2,0,0,,,0,0,10,1,0,2,257,8,it ITA,True
Raúl de Tomás,es ESP,"DF,FW",Rayo Vallecano,La Liga,30.0,2,22,0,0,0,,,0,0,2,0,0,0,5,0,es ESP,True
Tiago Tomás,pt POR,"FW,MF",Wolfsburg,Bundesliga,22.0,32,1884,23,6,1,,,0,0,33,7,0,29,329,9,de GER,False
Takehiro Tomiyasu,jp JPN,DF,Arsenal,Premier League,26.0,1,7,0,0,0,,,0,0,0,0,0,0,3,0,eng ENG,False
Fikayo Tomori,eng ENG,DF,Milan,Serie A,27.0,20,1413,17,0,1,,,0,0,36,3,1,2,891,17,it ITA,False
Sandro Tonali,it ITA,MF,Newcastle Utd,Premier League,25.0,34,2450,26,4,2,,,0,0,48,5,0,19,1185,33,eng ENG,False
Pablo Torre,es ESP,"MF,FW",Barcelona,La Liga,22.0,10,310,4,3,1,,,0,0,5,0,0,2,180,3,es ESP,True
David Torres,es ESP,DF,Valladolid,La Liga,22.0,18,1387,15,0,0,,,0,0,13,5,0,1,589,10,es ESP,True
Ferrán Torres,es ESP,"FW,MF",Barcelona,La Liga,25.0,27,1106,12,10,6,,,0,0,8,1,1,11,267,4,es ESP,True
Pau Torres,es ESP,DF,Aston Villa,Premier League,28.0,22,1840,21,0,0,,,0,0,20,1,0,15,1080,9,eng ENG,False
Lucas Torró,es ESP,MF,Osasuna,La Liga,30.0,32,2732,32,3,0,,,0,0,71,10,0,5,984,43,es ESP,True
Lorenzo Tosto,it ITA,DF,Empoli,Serie A,19.0,1,1,0,0,0,,,0,0,0,0,0,0,4,0,it ITA,True
Abdoulaye Touré,gn GUI,MF,Le Havre,Ligue 1,31.0,27,2234,25,8,1,,,6,7,61,5,0,17,826,31,fr FRA,False
Bazoumana Touré,ci CIV,"FW,MF",Hoffenheim,Bundesliga,19.0,12,585,7,0,3,,,0,0,12,1,0,11,120,3,de GER,False
Birama Touré,ml MLI,"MF,DF",Montpellier,Ligue 1,32.0,8,300,2,0,0,,,0,0,8,2,0,0,101,6,fr FRA,False
Ousmane Toure,fr FRA,DF,Lille,Ligue 1,20.0,1,6,0,0,0,,,0,0,0,0,0,0,4,1,fr FRA,True
Souleymane Touré,fr FRA,DF,Udinese,Serie A,22.0,12,733,11,1,0,,,0,0,7,2,2,5,474,9,it ITA,False
Lucas Tousart,fr FRA,MF,Union Berlin,Bundesliga,28.0,14,531,6,0,1,,,0,0,17,2,0,5,98,7,de GER,False
Conor Townsend,eng ENG,DF,Ipswich Town,Premier League,32.0,6,335,3,0,1,,,0,0,11,1,0,0,80,4,eng ENG,True
Adama Traoré,es ESP,"FW,MF",Fulham,Premier League,29.0,34,1620,16,2,6,,,0,0,17,3,0,47,392,1,eng ENG,False
Boubacar Traoré,ml MLI,MF,Wolves,Premier League,23.0,1,1,0,0,0,,,0,0,2,0,0,0,0,0,eng ENG,False
Hamari Traoré,ml MLI,DF,Real Sociedad,La Liga,33.0,9,576,7,0,1,,,0,0,18,1,0,5,324,8,es ESP,False
Omar Traoré,de GER,DF,Heidenheim,Bundesliga,27.0,29,2526,29,0,1,,,0,0,48,6,0,24,941,20,de GER,True
Kevin Trapp,de GER,GK,Eint Frankfurt,Bundesliga,34.0,25,2205,25,0,0,82.0,2.0,0,0,0,0,0,0,669,0,de GER,True
Mark Travers,ie IRL,GK,Bournemouth,Premier League,25.0,5,450,5,0,0,20.0,0.0,0,0,0,0,0,0,100,0,eng ENG,False
Óscar Trejo,ar ARG,MF,Rayo Vallecano,La Liga,37.0,16,482,6,1,0,,,0,0,7,1,0,8,244,4,es ESP,False
Philipp Treu,de GER,"MF,DF",St. Pauli,Bundesliga,24.0,32,2791,32,0,2,,,0,0,61,2,0,12,1180,19,de GER,True
Ryan Trevitt,eng ENG,MF,Brentford,Premier League,22.0,1,4,0,0,0,,,0,0,1,0,0,0,4,0,eng ENG,True
Christopher Trimmel,at AUT,"DF,MF",Union Berlin,Bundesliga,38.0,25,1710,20,0,3,,,0,0,38,5,0,2,461,18,de GER,False
Kieran Trippier,eng ENG,DF,Newcastle Utd,Premier League,34.0,24,1281,14,0,3,,,0,0,37,1,0,4,1000,12,eng ENG,True
Leandro Trossard,be BEL,FW,Arsenal,Premier League,30.0,36,2431,27,8,6,,,0,0,28,4,1,33,665,9,eng ENG,False
Adrien Truffert,fr FRA,"DF,MF",Rennes,Ligue 1,23.0,32,2662,30,2,2,,,0,0,59,3,0,14,1219,27,fr FRA,True
Kostas Tsimikas,gr GRE,DF,Liverpool,Premier League,29.0,17,747,8,0,1,,,0,0,29,2,0,4,507,10,eng ENG,False
Viktor Tsyhankov,ua UKR,"FW,MF",Girona,La Liga,27.0,24,1647,20,2,4,,,0,0,17,1,0,11,575,11,es ESP,False
Axel Tuanzebe,cd COD,DF,Ipswich Town,Premier League,27.0,20,1530,18,0,1,,,0,0,29,5,1,4,581,22,eng ENG,False
Stefano Turati,it ITA,GK,Monza,Serie A,23.0,30,2676,30,0,0,93.0,2.0,0,0,0,1,0,0,764,0,it ITA,True
Beñat Turrientes,es ESP,MF,Real Sociedad,La Liga,23.0,19,847,10,0,0,,,0,0,14,4,0,9,332,5,es ESP,True
Tuta,br BRA,"DF,MF",Eint Frankfurt,Bundesliga,25.0,30,2274,26,2,1,,,0,0,44,8,0,13,1267,40,de GER,False
Chrisantus Uche,ng NGA,"FW,MF",Getafe,La Liga,21.0,30,2230,27,3,5,,,0,0,28,8,2,31,351,9,es ESP,False
Destiny Udogie,it ITA,DF,Tottenham,Premier League,22.0,24,1834,23,0,1,,,0,0,74,2,0,13,947,21,eng ENG,False
Manuel Ugarte Ribeiro,uy URU,MF,Manchester Utd,Premier League,24.0,28,1764,22,1,2,,,0,0,75,10,0,18,789,27,eng ENG,False
Lesley Ugochukwu,fr FRA,MF,Southampton,Premier League,21.0,25,1570,17,1,1,,,0,0,49,7,0,18,577,14,eng ENG,False
Lukas Ullrich,de GER,DF,Gladbach,Bundesliga,21.0,25,1813,23,1,2,,,0,0,24,4,0,8,600,23,de GER,True
Sven Ulreich,de GER,GK,Bayern Munich,Bundesliga,36.0,1,90,1,0,0,0.0,0.0,0,0,0,0,0,0,25,0,de GER,True
Enes Ünal,tr TUR,"FW,MF",Bournemouth,Premier League,28.0,17,345,2,2,1,,,0,0,1,2,0,1,63,0,eng ENG,False
Deniz Undav,de GER,"FW,MF",Stuttgart,Bundesliga,28.0,26,1636,19,8,2,,,0,0,11,4,0,9,413,3,de GER,True
Naci Ünüvar,nl NED,"MF,DF",Espanyol,La Liga,21.0,2,31,0,0,0,,,0,0,2,0,0,0,13,0,es ESP,False
Dayot Upamecano,fr FRA,DF,Bayern Munich,Bundesliga,26.0,20,1759,20,2,0,,,0,0,36,6,0,3,1805,34,de GER,False
Kacper Urbanski,pl POL,MF,Monza,Serie A,20.0,8,500,6,0,0,,,0,0,5,1,0,3,215,2,it ITA,False
Jonas Urbig,de GER,GK,Bayern Munich,Bundesliga,21.0,8,720,8,0,0,16.0,0.0,0,0,0,0,0,0,232,0,de GER,True
Can Uzun,tr TUR,"MF,FW",Eint Frankfurt,Bundesliga,19.0,20,675,6,4,1,,,0,0,10,1,0,11,239,1,de GER,False
Josha Vagnoman,de GER,"DF,MF",Stuttgart,Bundesliga,24.0,25,1744,18,1,1,,,0,0,24,4,0,8,692,12,de GER,True
Lautaro Valenti,ar ARG,DF,Parma,Serie A,26.0,19,1466,17,1,0,,,0,0,16,6,1,0,659,11,it ITA,False
Óscar Valentín,es ESP,MF,Rayo Vallecano,La Liga,30.0,32,1753,17,0,0,,,0,0,53,4,0,5,659,21,es ESP,True
Nicolás Valentini,ar ARG,DF,Hellas Verona,Serie A,24.0,12,949,11,0,0,,,0,0,28,4,1,1,279,12,it ITA,False
Germán Valera,es ESP,MF,Valencia,La Liga,23.0,8,148,1,0,0,,,0,0,1,0,0,3,34,4,es ESP,True
Emanuele Valeri,it ITA,DF,Parma,Serie A,26.0,33,2744,32,2,6,,,1,1,50,1,0,12,767,27,it ITA,True
Martin Valjent,sk SVK,DF,Mallorca,La Liga,29.0,29,2583,29,2,0,,,0,0,28,4,0,5,1090,17,es ESP,False
Álex Valle,es ESP,DF,Como,Serie A,21.0,13,928,11,0,0,,,0,0,24,2,0,8,501,7,it ITA,False
Jesús Vallejo,es ESP,DF,Real Madrid,La Liga,28.0,1,11,0,0,0,,,0,0,0,0,0,0,12,0,es ESP,True
Mattia Valoti,it ITA,MF,Monza,Serie A,31.0,5,40,0,0,0,,,0,0,3,1,0,0,12,0,it ITA,True
Federico Valverde,uy URU,"MF,DF",Real Madrid,La Liga,26.0,33,2762,31,6,4,,,0,0,47,4,0,13,1791,53,es ESP,False
Ignace Van Der Brempt,be BEL,DF,Como,Serie A,23.0,18,1117,12,0,1,,,0,0,39,3,0,12,486,16,it ITA,False
Siebe Van Der Heyden,be BEL,"DF,MF",St. Pauli,Bundesliga,26.0,12,840,10,1,0,,,0,0,17,4,1,1,358,17,de GER,False
Virgil van Dijk,nl NED,DF,Liverpool,Premier League,33.0,36,3240,36,3,1,,,0,0,35,4,0,3,2583,54,eng ENG,False
Vanderson,br BRA,DF,Monaco,Ligue 1,23.0,28,2019,23,1,3,,,0,0,76,6,1,24,1080,39,fr FRA,False
Maarten Vandevoordt,be BEL,GK,RB Leipzig,Bundesliga,23.0,6,429,4,0,0,12.0,0.0,0,0,1,0,0,0,138,0,de GER,False
Jamie Vardy,eng ENG,FW,Leicester City,Premier League,38.0,34,2745,34,8,4,,,1,2,19,5,0,9,255,5,eng ENG,True
Ruben Vargas,ch SUI,"MF,FW",Augsburg,Bundesliga,26.0,8,305,3,0,0,,,0,0,2,3,0,6,118,2,de GER,False
Nikola Vasilj,ba BIH,GK,St. Pauli,Bundesliga,29.0,32,2879,32,0,0,89.0,4.0,0,0,0,2,1,1,999,0,de GER,False
Devis Vásquez,co COL,GK,Empoli,Serie A,27.0,30,2700,30,0,0,76.0,1.0,0,0,0,2,0,1,608,0,it ITA,False
Johan Vásquez,mx MEX,DF,Genoa,Serie A,26.0,35,3007,33,3,0,,,0,0,54,9,0,5,1470,49,it ITA,False
Denis Vavro,sk SVK,DF,Wolfsburg,Bundesliga,29.0,28,2371,26,2,0,,,0,0,18,4,0,3,1273,34,de GER,False
José Luis García Vayá,es ESP,MF,Valencia,La Liga,26.0,32,1645,17,2,2,,,2,2,41,8,1,6,922,16,es ESP,True
Robinio Vaz,fr FRA,FW,Marseille,Ligue 1,18.0,2,75,0,0,0,,,0,0,1,1,0,0,2,0,fr FRA,True
Jesus Vazquez,es ESP,DF,Valencia,La Liga,22.0,18,829,9,0,0,,,0,0,20,3,0,12,307,7,es ESP,True
Lucas Vázquez,es ESP,DF,Real Madrid,La Liga,33.0,30,2099,24,1,5,,,0,0,56,4,0,19,1363,17,es ESP,True
Matías Vecino,uy URU,MF,Lazio,Serie A,33.0,18,772,6,2,2,,,0,0,13,7,0,1,290,5,it ITA,False
Danilo Veiga,pt POR,DF,Lecce,Serie A,22.0,11,351,2,0,0,,,0,0,8,0,0,5,101,4,it ITA,False
Renato Veiga,pt POR,DF,Juventus,Serie A,21.0,11,958,11,0,1,,,0,0,16,2,0,1,442,15,it ITA,False
Alejo Véliz,ar ARG,FW,Espanyol,La Liga,21.0,25,1053,10,1,0,,,0,0,1,3,0,1,118,4,es ESP,False
Miloš Veljković,rs SRB,DF,Werder Bremen,Bundesliga,29.0,14,1029,11,0,1,,,0,0,10,1,0,0,562,2,de GER,False
Joël Veltman,nl NED,DF,Brighton,Premier League,33.0,20,1665,19,0,0,,,0,0,42,4,0,4,719,18,eng ENG,False
Micky van de Ven,nl NED,DF,Tottenham,Premier League,24.0,12,950,11,0,2,,,0,0,10,4,0,4,706,10,eng ENG,False
Lorenzo Venturino,it ITA,"FW,MF",Genoa,Serie A,18.0,5,105,0,0,0,,,0,0,3,0,0,2,24,0,it ITA,True
Nikolas Veratschnig,at AUT,"DF,MF",Mainz 05,Bundesliga,22.0,14,343,2,0,0,,,0,0,9,1,0,2,96,4,de GER,False
Bart Verbruggen,nl NED,GK,Brighton,Premier League,22.0,34,3060,34,0,1,83.0,0.0,0,0,0,5,0,2,959,0,eng ENG,False
Simone Verdi,it ITA,"MF,FW",Como,Serie A,32.0,9,115,0,0,0,,,0,0,2,1,0,2,31,0,it ITA,True
Jordan Veretout,fr FRA,MF,Lyon,Ligue 1,32.0,26,1463,18,2,0,,,0,0,28,3,0,4,740,5,fr FRA,True
Arthur Vermeeren,be BEL,MF,RB Leipzig,Bundesliga,20.0,27,1496,17,0,2,,,0,0,31,7,0,6,787,23,de GER,False
Yorbe Vertessen,be BEL,"MF,FW",Union Berlin,Bundesliga,24.0,17,718,7,1,0,,,0,0,6,2,0,19,133,3,de GER,False
Mikel Vesga,es ESP,MF,Athletic Club,La Liga,31.0,23,882,9,0,0,,,0,1,21,1,0,4,389,14,es ESP,True
Jannik Vestergaard,dk DEN,DF,Leicester City,Premier League,32.0,18,1391,16,0,0,,,0,0,22,5,0,4,870,16,eng ENG,False
Ben Viadere,fr FRA,MF,Auxerre,Ligue 1,19.0,1,5,0,0,0,,,0,0,0,0,0,1,2,0,fr FRA,True
Guglielmo Vicario,it ITA,GK,Tottenham,Premier League,28.0,23,2070,23,0,0,63.0,0.0,0,0,0,1,0,1,737,1,eng ENG,False
Carlos Vicente,es ESP,"FW,MF",Alavés,La Liga,26.0,34,2822,32,4,5,,,0,0,41,2,0,30,645,14,es ESP,True
Pau Victor Delgado,es ESP,FW,Barcelona,La Liga,23.0,19,300,2,2,1,,,0,0,2,2,0,7,94,2,es ESP,True
Nacho Vidal,es ESP,DF,Osasuna,La Liga,30.0,5,124,1,0,0,,,0,0,2,0,0,2,37,0,es ESP,True
Gabriel Vidovic,hr CRO,MF,Mainz 05,Bundesliga,21.0,1,4,0,0,0,,,0,0,0,0,0,0,6,0,de GER,False
Fran Vieites,es ESP,GK,Betis,La Liga,26.0,4,360,4,0,0,6.0,0.0,0,0,0,0,0,0,76,0,es ESP,True
Samuele Vignato,it ITA,MF,Monza,Serie A,21.0,17,470,3,0,0,,,0,0,6,0,0,4,126,0,it ITA,True
Asier Villalibre,es ESP,FW,Alavés,La Liga,27.0,16,333,2,1,1,,,1,1,2,2,0,2,44,1,es ESP,True
Iván Villar,es ESP,GK,Celta Vigo,La Liga,27.0,4,360,4,0,0,10.0,1.0,0,0,0,0,0,0,95,0,es ESP,True
Carlos Vinícius,br BRA,"MF,FW",Fulham,Premier League,30.0,3,16,0,0,0,,,0,0,0,0,0,1,1,0,eng ENG,False
Nicolas Viola,it ITA,"FW,MF",Cagliari,Serie A,35.0,25,1207,17,3,1,,,0,0,14,2,0,11,277,3,it ITA,True
Viti,es ESP,DF,Las Palmas,La Liga,27.0,27,1847,21,0,2,,,0,0,69,5,0,9,704,26,es ESP,True
Mattia Viti,it ITA,DF,Empoli,Serie A,23.0,28,2392,28,0,0,,,0,0,62,3,0,5,857,47,it ITA,True
Vitinha,pt POR,MF,Paris S-G,Ligue 1,25.0,28,1952,19,5,1,,,2,2,41,1,0,25,2133,13,fr FRA,False
Daniel Vivian,es ESP,DF,Athletic Club,La Liga,25.0,29,2399,26,3,0,,,0,0,37,3,0,10,1399,41,es ESP,True
Dušan Vlahović,rs SRB,FW,Juventus,Serie A,25.0,27,1751,21,9,4,,,4,4,3,3,0,9,248,1,it ITA,False
Vanja Vlahović,rs SRB,"FW,MF",Atalanta,Serie A,21.0,3,60,0,0,0,,,0,0,1,0,0,0,4,0,it ITA,False
Nikola Vlašić,hr CRO,"MF,FW",Torino,Serie A,27.0,28,1957,21,5,4,,,2,2,35,0,0,24,578,9,it ITA,False
Alessandro Vogliacco,it ITA,DF,Parma,Serie A,26.0,10,772,10,0,0,,,0,0,5,2,0,1,437,3,it ITA,True
Kevin Vogt,de GER,DF,Union Berlin,Bundesliga,33.0,18,1367,16,1,0,,,1,1,12,6,0,4,790,9,de GER,True
Mërgim Vojvoda,xk KVX,DF,Como,Serie A,30.0,9,597,7,1,2,,,0,0,7,2,0,3,316,2,it ITA,False
Kevin Volland,de GER,"FW,MF",Union Berlin,Bundesliga,32.0,4,61,0,0,0,,,0,0,0,1,0,0,10,0,de GER,True
Aster Vranckx,be BEL,MF,Wolfsburg,Bundesliga,22.0,14,556,6,0,0,,,0,0,11,1,0,5,166,10,de GER,False
Stefan de Vrij,nl NED,DF,Inter,Serie A,33.0,25,1636,17,2,0,,,0,0,17,1,0,3,1248,21,it ITA,False
Ibrahima Wadji,sn SEN,"FW,MF",Saint-Étienne,Ligue 1,30.0,9,279,1,0,0,,,0,0,7,0,0,6,40,1,fr FRA,False
Robert Wagner,de GER,MF,St. Pauli,Bundesliga,21.0,12,407,5,0,0,,,0,0,8,1,0,1,98,2,de GER,True
Elye Wahi,fr FRA,"FW,MF",Eint Frankfurt,Bundesliga,22.0,7,194,1,0,0,,,0,0,0,1,0,6,24,0,de GER,False
Hauke Wahl,de GER,DF,St. Pauli,Bundesliga,31.0,32,2880,32,0,0,,,0,0,35,1,0,8,1449,31,de GER,True
Kyle Walker,eng ENG,DF,Milan,Serie A,34.0,11,659,7,0,0,,,0,0,17,1,0,5,370,9,it ITA,False
Kyle Walker-Peters,eng ENG,DF,Southampton,Premier League,28.0,33,2918,33,0,2,,,0,0,44,5,0,38,1493,19,eng ENG,True
Christian Walton,eng ENG,GK,Ipswich Town,Premier League,29.0,6,540,6,0,0,17.0,0.0,0,0,0,0,0,0,152,0,eng ENG,True
Sebastian Walukiewicz,pl POL,DF,Empoli,Serie A,25.0,2,180,2,0,0,,,0,0,1,0,0,0,48,1,it ITA,False
Aaron Wan-Bissaka,eng ENG,DF,West Ham,Premier League,27.0,34,2974,33,2,4,,,0,0,67,1,0,60,1355,61,eng ENG,True
Paul Wanner,de GER,"MF,FW",Heidenheim,Bundesliga,19.0,28,1681,19,3,2,,,1,1,37,2,0,24,485,4,de GER,True
Danny Ward,wls WAL,GK,Leicester City,Premier League,31.0,2,135,1,0,0,4.0,0.0,0,0,0,0,0,0,41,0,eng ENG,False
Joel Ward,eng ENG,DF,Crystal Palace,Premier League,35.0,1,1,0,0,0,,,0,0,0,0,0,0,0,0,eng ENG,True
James Ward-Prowse,eng ENG,MF,Nott'ham Forest,Premier League,30.0,9,400,5,0,1,,,0,0,4,2,1,0,145,5,eng ENG,True
Kjell-Arik Wätjen,de GER,MF,Dortmund,Bundesliga,19.0,2,16,0,0,0,,,0,0,0,0,0,0,3,0,de GER,True
Ollie Watkins,eng ENG,FW,Aston Villa,Premier League,29.0,36,2423,29,16,7,,,2,2,10,2,0,9,292,8,eng ENG,True
Timothy Weah,us USA,"DF,FW",Juventus,Serie A,25.0,28,1609,18,5,2,,,0,0,35,4,0,13,649,14,it ITA,False
Adam Webster,eng ENG,DF,Brighton,Premier League,30.0,12,707,9,0,0,,,0,0,9,0,0,1,465,18,eng ENG,True
Julian Weigl,de GER,MF,Gladbach,Bundesliga,29.0,32,2791,32,0,2,,,0,0,51,8,0,7,1502,47,de GER,True
Timon Weiner,de GER,GK,Holstein Kiel,Bundesliga,26.0,25,2250,25,0,0,81.0,0.0,0,0,0,4,0,0,682,0,de GER,True
Nelson Weiper,de GER,"FW,MF",Mainz 05,Bundesliga,20.0,22,703,7,3,2,,,0,0,5,2,0,10,116,2,de GER,True
Mitchell Weiser,de GER,"DF,MF",Werder Bremen,Bundesliga,31.0,31,2778,31,5,8,,,0,0,58,9,1,35,1116,22,de GER,True
Noah Weißhaupt,de GER,FW,Freiburg,Bundesliga,23.0,3,80,0,0,0,,,0,0,0,0,0,1,37,0,de GER,True
Danny Welbeck,eng ENG,FW,Brighton,Premier League,34.0,29,2032,23,10,4,,,1,1,24,5,0,12,398,5,eng ENG,True
Welington,br BRA,"DF,MF",Southampton,Premier League,24.0,8,302,4,0,0,,,0,0,16,1,0,3,92,6,eng ENG,False
Timo Werner,de GER,"FW,MF",Tottenham,Premier League,29.0,18,516,4,0,3,,,0,0,6,0,0,10,158,1,eng ENG,False
Adam Wharton,eng ENG,MF,Crystal Palace,Premier League,20.0,20,1318,16,0,2,,,0,0,34,2,0,2,548,20,eng ENG,True
Ben White,eng ENG,DF,Arsenal,Premier League,27.0,15,1018,11,0,1,,,0,0,17,2,0,0,483,16,eng ENG,True
Silvan Widmer,ch SUI,DF,Mainz 05,Bundesliga,32.0,26,500,3,0,1,,,0,0,11,3,0,0,207,5,de GER,False
Mats Wieffer,nl NED,"MF,DF",Brighton,Premier League,25.0,23,835,8,1,3,,,0,0,46,6,0,7,517,14,eng ENG,False
